Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2017-06-13,34.10643005371094,34.30652249791494,33.771391212235095,34.239051074375666,136661600
2017-06-14,33.77372360229492,34.318160000424676,33.46660344938461,34.318160000424676,126124800
2017-06-15,33.57130432128906,33.615511335489884,33.08736319265339,33.34562204649527,128661600
2017-06-16,33.101318359375,33.62016137828679,33.08503007191551,33.45264195107154,201444400
2017-06-19,34.04827117919922,34.14133951686314,33.42472929272425,33.42472929272425,130165600
2017-06-20,33.73883056640625,34.17158863704465,33.722545823795535,34.17158863704465,99600400
2017-06-21,33.93891906738281,33.98545501263646,33.64576178333343,33.857488263577295,85063200
2017-06-22,33.883079528808594,34.13202977966742,33.76441784598405,33.91565255836566,76425200
2017-06-23,34.03430938720703,34.239056165261644,33.762091175581055,33.76674547968061,141757600
2017-06-26,33.927284240722656,34.49963937125434,33.8249108547235,34.24138052937237,102769600
2017-06-27,33.441017150878906,34.00639626054493,33.415423799409346,33.73882875878233,99047600
2017-06-28,33.92961883544922,33.99476490783932,33.308402220032775,33.61784783898308,88329600
2017-06-29,33.42939376831055,33.76676174930068,33.10366332827346,33.66904261728955,125997600
2017-06-30,33.508480072021484,33.72718616937671,33.452639084337235,33.60852451432183,92096400
2017-07-03,33.38750457763672,33.80630325450309,33.294439782863904,33.70858415493333,57111200
2017-07-05,33.524776458740234,33.68764162501166,33.20602580830942,33.431711663783524,86278400
2017-07-06,33.208351135253906,33.38750459297796,33.13390000944032,33.2758261291604,96515200
2017-07-07,33.545711517333984,33.67833256208607,33.24789994864159,33.24789994864159,76806800
2017-07-10,33.75045394897461,33.9575260840945,33.35724871988106,33.52942245309055,84362400
2017-07-11,33.85981369018555,33.93426836254471,33.59224975555745,33.673680559481824,79127200
2017-07-12,33.90867614746094,34.01104600008935,33.6946242825563,33.93892025269907,99538000
2017-07-13,34.3809814453125,34.548500886971,33.838870411916766,33.85282977368935,100797600
2017-07-14,34.67646026611328,34.74393524087063,34.27860429846324,34.427510058025874,80528400
2017-07-17,34.797454833984375,35.10922578080581,34.56711823978075,34.62528462016657,95174000
2017-07-18,34.91844177246094,34.930075758534684,34.590382536229406,34.7136949781841,71475200
2017-07-19,35.13714599609375,35.23021077917349,34.88819219855489,35.01150463372281,83692000
2017-07-20,34.97893524169922,35.304669116735596,34.94403683196409,35.248828110965114,68974800
2017-07-21,34.962646484375,35.00219919426279,34.639241573933525,34.89750042688994,105010400
2017-07-24,35.3861083984375,35.46754277425011,34.87657019309574,35.03478463891006,85972800
2017-07-25,35.53733825683594,35.793268237997424,35.31863206643973,35.31863206643973,75415600
2017-07-26,35.70485305786133,35.81420258852235,35.61178471766851,35.679259708082576,63124000
2017-07-27,35.03011703491211,35.82816154425739,34.271628784650346,35.77232054631047,129905200
2017-07-28,34.783485412597656,34.95333020015694,34.71135968980644,34.87422479775323,68854800
2017-07-31,34.604347229003906,34.976613539533545,34.464750025201276,34.87656550412341,79383600
2017-08-01,34.91147232055664,34.951025044641774,34.52990089681137,34.69044072116553,141474400
2017-08-02,36.56105041503906,37.168307410514345,36.33303925721645,37.05895435978251,279747200
2017-08-03,36.195777893066406,36.57734921695769,36.06781114263458,36.54012188043312,108389200
2017-08-04,36.38655090332031,36.62154173827451,36.223685792451406,36.31209980272016,82239600
2017-08-07,36.949623107910156,36.97521646573784,36.451718869422315,36.54245831077586,87481200
2017-08-08,37.2451057434082,37.65227050043858,36.82398161988226,36.900761685802806,144823600
2017-08-09,37.473106384277344,37.52196770334755,37.0194093508851,37.0543077572253,104526000
2017-08-10,36.27951431274414,37.372662994549984,36.118344133318566,37.34930365452444,163217200
2017-08-11,36.78404235839844,37.03864633243448,36.45469847625662,36.57849513663554,105028400
2017-08-14,37.33763122558594,37.421719868169966,37.080692716541634,37.21383455235602,88490800
2017-08-15,37.74639892578125,37.886544302770645,37.40537173658271,37.526833914615345,117862000
2017-08-16,37.594566345214844,37.958949276727324,37.40770229814465,37.82581100442942,110686400
2017-08-17,36.8728141784668,37.538516351633625,36.86814159631568,37.49413573153772,111762400
2017-08-18,36.788726806640625,37.255885242280506,36.60653530187195,36.872815467621244,109712400
2017-08-21,36.72098159790039,36.879813717152935,36.230463932424875,36.788717986608646,105474000
2017-08-22,37.321285247802734,37.372672958251194,36.91018712835087,36.95923676569251,86418400
2017-08-23,37.36799240112305,37.48244747071968,37.111057467851445,37.15543807777942,77596400
2017-08-24,37.2021598815918,37.54552158795039,37.03398257381878,37.47310904266102,79275600
2017-08-25,37.3399658203125,37.50347052456554,37.20215496702317,37.29091262696897,101920400
2017-08-28,37.716026306152344,37.83982297272242,37.3563124128417,37.40536560343317,103864000
2017-08-29,38.052391052246094,38.10144069184242,37.372674676180424,37.39603402350743,118067600
2017-08-30,38.15515899658203,38.28129018066309,37.98230912700733,38.26026891067213,109078400
2017-08-31,38.30699157714844,38.42845376791211,38.185529386384765,38.22290291648682,107140400
2017-09-01,38.31867599487305,38.526561381116004,38.22057313931152,38.49386042926216,66364400
2017-09-05,37.858516693115234,38.3653831231186,37.50347531557039,38.248593524570296,117874000
2017-09-06,37.81880569458008,38.07107163537819,37.494130778616245,38.00566975044558,86606800
2017-09-07,37.66698455810547,37.89589476489101,37.45676468116117,37.860855742642876,87714000
2017-09-08,37.05266571044922,37.64128266590205,37.02930636727006,37.57354627329907,114446000
2017-09-11,37.72303771972656,37.851506982063555,37.346975095868515,37.48945853879946,126323200
2017-09-12,37.57354736328125,38.2976442532163,37.08536772823925,37.982310931826895,286856000
2017-09-13,37.29090881347656,37.36332134179477,36.884483385057884,37.342296510148905,179629600
2017-09-14,36.97092056274414,37.232528162109475,36.92653993839404,37.1367633857151,95042800
2017-09-15,37.34464645385742,37.59924694567227,36.90551638420538,37.015298901618394,196458400
2017-09-18,37.06199645996094,37.48944665323601,36.905498886051646,37.39835094412062,113077600
2017-09-19,37.07602310180664,37.318947450546545,37.00828670625804,37.25821458129381,83242400
2017-09-20,36.45469665527344,36.966231957859776,35.9314781191853,36.88214332820516,211805600
2017-09-21,35.82871627807617,36.391643051545266,35.67922572040555,36.391643051545266,150046800
2017-09-22,35.47834777832031,35.56710902293192,35.16768698631575,35.39659362521635,186581600
2017-09-25,35.16535186767578,35.46433298060672,34.84067689828347,35.0345480762855,177549200
2017-09-26,35.77031326293945,35.95250472690289,35.43162418578359,35.45264545528663,146640000
2017-09-27,36.02490997314453,36.13936503549677,35.86373979534836,35.92447265314683,102016800
2017-09-28,35.803009033203125,36.036588164977225,35.66753270907798,35.94549244615071,88022000
2017-09-29,35.99921417236328,36.001552244696306,35.504027560074796,35.78665987400254,105199200
2017-10-02,35.92680740356445,36.07629791247327,35.67220699316481,36.03191730505529,74795200
2017-10-03,36.083316802978516,36.22580026933067,35.95017850131544,35.97353428476607,64921200
2017-10-04,35.849735260009766,35.93849649812267,35.611487037921144,35.88477427911866,80655200
2017-10-05,36.295875549316406,36.30755522336761,35.982880243906436,36.01324311947623,85135200
2017-10-06,36.274864196777344,36.319244831829685,36.10201424029377,36.197782603918604,69630400
2017-10-09,36.40098190307617,36.60886724982694,36.31923132104002,36.39397481216267,65051600
2017-10-10,36.41498947143555,36.90550713111069,36.228128995497514,36.4523629922772,62468000
2017-10-11,36.56682205200195,36.667259390567565,36.37995799154572,36.43134569727457,67622400
2017-10-12,36.438358306884766,36.758360697646054,36.37529091954937,36.52011245950976,64500400
2017-10-13,36.669586181640625,36.737322556096686,36.53410986859409,36.60885333129959,65576800
2017-10-16,37.34464645385742,37.372674819448484,36.82376223238343,36.88215703678882,96486000
2017-10-17,37.48245620727539,37.575886465853955,37.19281670306439,37.321285981711846,75989200
2017-10-18,37.31660461425781,37.53850766337808,37.27923465810577,37.470767712340816,65496800
2017-10-19,36.433685302734375,36.690623867321726,36.20945125012724,36.61354229794552,170336800
2017-10-20,36.49675369262695,36.84712252807617,36.429017285993325,36.58084235570021,95896400
2017-10-23,36.47806930541992,36.8331107464487,36.32157164307858,36.64624664253164,87937200
2017-10-24,36.6953010559082,36.77004456144765,36.4850775955471,36.50609887234227,71028800
2017-10-25,36.53411865234375,36.80039876224637,36.26783854244113,36.650908236759555,84828400
2017-10-26,36.767696380615234,36.8657991999846,36.62054036949362,36.72565027852257,68002000
2017-10-27,38.085086822509766,38.21355608707146,37.06901594222741,37.20682680596836,177816800
2017-10-30,38.94232940673828,39.25766279205069,38.24159171860955,38.28129975990717,178803200
2017-10-31,39.48421859741211,39.62670202382178,38.9937045128227,39.21793850459642,144187200
2017-11-01,38.98202133178711,39.694438399678916,38.683040326923454,39.67808614959768,134551200
2017-11-02,39.266990661621094,39.358086386656865,38.60596124594722,38.914287431689786,165573600
2017-11-03,40.29240417480469,40.7035022038764,39.97006380088303,40.64277290675951,237594400
2017-11-06,40.701168060302734,40.87401791937199,40.11021307890518,40.262038105126024,140105200
2017-11-07,40.831974029541016,40.93474943433108,40.54934523050362,40.62175420275063,97446000
2017-11-08,41.165985107421875,41.165985107421875,40.7198481359125,40.796929672675994,97638000
2017-11-09,41.081905364990234,41.13329306727697,40.44189715914148,40.90204840698665,117930400
2017-11-10,40.945945739746094,41.11238472002674,40.852179617610815,41.04909062026387,100582000
2017-11-13,40.7818489074707,40.90609061573516,40.64822844181956,40.67167175833839,67928400
2017-11-14,40.16532897949219,40.6669852263596,40.12782110121564,40.563840349573155,99130000
2017-11-15,39.63554000854492,39.926220673335955,39.471447527190236,39.8441726441847,116632400
2017-11-16,40.109066009521484,40.28956594566577,39.921530217200356,40.12781636950064,94550000
2017-11-17,39.88637161254883,40.177052315905385,39.76681926961785,40.09500427586856,87598000
2017-11-20,39.84651565551758,39.98247901957363,39.74806016643171,39.919184927679915,65049600
2017-11-21,40.587276458740234,40.71855043244352,40.03404787174244,40.03404787174244,100525200
2017-11-22,41.01393127441406,41.02330645631819,40.56619032833748,40.63885961317691,102355600
2017-11-24,41.016265869140625,41.14050757166276,40.94125012130581,41.046741463816986,56106800
2017-11-27,40.80998229980469,41.04205828063427,40.634168138343924,41.035026000331705,82867200
2017-11-28,40.57087326049805,40.99282434115048,40.28722486993264,40.859207452796646,105715200
2017-11-29,39.729305267333984,40.5357066749356,39.18545540122101,40.46772678302688,166665600
2017-11-30,40.28488540649414,40.352865306904945,39.485516178185506,39.95200745374328,166108800
2017-12-01,40.097347259521484,40.242685810059555,39.499578443064735,39.83948507926234,159037200
2017-12-04,39.804317474365234,40.4653767054027,39.764466703074625,40.43255821275471,130169600
2017-12-05,39.76681137084961,40.20751992909099,39.47613072523012,39.63084801613795,109400800
2017-12-06,39.619136810302734,39.8980958722697,39.02137147974328,39.265165560710635,114240000
2017-12-07,39.69179916381836,39.95434711641052,39.59568658226316,39.62381569805587,102693200
2017-12-08,39.70352554321289,40.0856294716893,39.57459801758191,39.96607712763303,93420800
2017-12-11,40.477108001708984,40.528680442001686,39.56756159321771,39.66367419348576,141095200
2017-12-12,40.24972152709961,40.41147112880748,40.19346328438264,40.35520930914222,77636800
2017-12-13,40.38335418701172,40.68106368303989,40.320060067917424,40.43726954485904,95273600
2017-12-14,40.37162399291992,40.584946054344016,40.23800350050639,40.413817678767174,81906000
2017-12-15,40.7818489074707,40.82873196356048,40.427877720502835,40.7021473544233,160677200
2017-12-18,41.35618591308594,41.5390323866342,40.990492965989425,40.995182345989065,117684400
2017-12-19,40.91546630859375,41.11472377065563,40.80997853683367,41.030332837857976,109745600
2017-12-20,40.87092590332031,41.12175220038022,40.61306375031704,40.992821123878585,93902400
2017-12-21,41.02564239501953,41.262407727061124,40.81232395613017,40.82873141591496,83799600
2017-12-22,41.02564239501953,41.12175498373052,40.90609006705201,40.948283743882484,65397600
2017-12-26,39.98482894897461,40.19580450423531,39.77619271779822,40.038744288306006,132742000
2017-12-27,39.991859436035156,40.034053114416345,39.783226791160686,39.87465000460123,85992800
2017-12-28,40.1043701171875,40.284873600961625,39.96371740155494,40.08561618330668,65920800
2017-12-29,39.670711517333984,39.98952138106239,39.668368615913096,39.97311391721872,103999600
2018-01-02,40.3809928894043,40.3903716472095,39.677736285832275,39.88871541307271,102223600
2018-01-03,40.373958587646484,40.91781205077507,40.31066807189711,40.44428495987144,118071600
2018-01-04,40.561492919921875,40.66463778519239,40.33879573005931,40.44662639688012,89738400
2018-01-05,41.02329635620117,41.11003018101677,40.56618034076445,40.65760354385179,94640000
2018-01-08,40.87092590332031,41.16629235198512,40.77246684348444,40.87092590332031,82271200
2018-01-09,40.86623764038086,41.03736239552762,40.65057273241356,40.917810072389095,86336000
2018-01-10,40.85686492919922,40.8592114072408,40.55446614853844,40.59197402772143,95839600
2018-01-11,41.088932037353516,41.13816156527211,40.90374273640681,40.927182473124866,74670800
2018-01-12,41.51322937011719,41.576523455189026,41.175665685663965,41.29990737828252,101672400
2018-01-16,41.30226135253906,42.05240102251029,41.290539693628176,41.703115617875326,118263600
2018-01-17,41.98442840576172,42.01958981164469,41.03972048025275,41.29288975650762,137547200
2018-01-18,42.02192306518555,42.218837623766504,41.7851613070516,42.047709282562344,124773600
2018-01-19,41.83439636230469,42.09694437246694,41.588255814303395,41.86955776475558,129700400
2018-01-22,41.492149353027344,41.67499582673223,41.39838321464752,41.56247574528666,108434400
2018-01-23,41.501522064208984,42.06412959182509,41.4499531950358,41.56247326977955,130756400
2018-01-24,40.840457916259766,41.56246850219612,40.601349655027036,41.55074684270415,204420400
2018-01-25,40.11140060424805,41.01156792865081,39.975437272393414,40.90842308538544,166116000
2018-01-26,40.20518493652344,40.32005148718261,39.86527824112005,40.32005148718261,156572000
2018-01-29,39.37299728393555,39.88871811273601,39.1643646205002,39.88871811273601,202561600
2018-01-30,39.14092254638672,39.23468867207913,38.60879066186384,38.80335877077658,184192800
2018-01-31,39.248756408691406,39.48552179718533,39.03074853919166,39.117482391321836,129915600
2018-02-01,39.33079147338867,39.52770243443502,39.09168326243381,39.187795842330544,188923200
2018-02-02,37.62423324584961,39.101073023225936,37.53046711713781,38.9135371888538,346375200
2018-02-05,36.684207916259766,38.4165631120856,36.56934138957845,37.29604127104793,290954000
2018-02-06,38.21730041503906,38.37904997516776,36.10049873019694,36.29506678245701,272975200
2018-02-07,37.39919662475586,38.30405388859757,37.289023012243696,38.231384588516505,206434400
2018-02-08,36.37009048461914,37.74144246457728,36.3419613615672,37.57500347364013,217562000
2018-02-09,36.814945220947266,37.16329865334211,35.362684244764615,36.970293332303825,282690400
2018-02-12,38.29780578613281,38.57554611224318,37.07385489575755,37.3068770612048,243278000
2018-02-13,38.68147659301758,38.77798108013177,38.04831808753436,38.11893121448457,130196800
2018-02-14,39.39466094970703,39.43467421626047,38.33783088391865,38.37548810497715,162579600
2018-02-15,40.71745300292969,40.74098830781201,39.77830706391323,39.964251416068386,204588800
2018-02-16,40.58565139770508,41.148200289876534,40.430306849764094,40.56917703889979,160704400
2018-02-20,40.44912338256836,41.016373396035,40.347910444638984,40.49619758069618,135722000
2018-02-21,40.26553726196289,40.98342696716154,40.25141176812373,40.67979529295451,149886400
2018-02-22,40.60213088989258,40.94342344573301,40.41618647942475,40.43736933792125,123967600
2018-02-23,41.30824279785156,41.34354755166451,40.84690699601769,40.87750684367652,135249600
2018-02-26,42.12499237060547,42.223849271436976,41.4753597687707,41.508312069047875,152648800
2018-02-27,41.98847961425781,42.48041172327539,41.93434445561561,42.15559717989041,155712400
2018-02-28,41.9249382019043,42.51337492084651,41.908463841370924,42.19326520208064,151128400
2018-03-01,41.19055938720703,42.31564980771792,40.639783626511424,42.02378397967999,195208000
2018-03-02,41.475364685058594,41.49654753956239,40.590353787227414,40.67273634345124,153816000
2018-03-05,41.61894226074219,41.83548648134679,41.077579913464824,41.23998897680121,113605600
2018-03-06,41.58363342285156,41.955525751096125,41.45653270912497,41.875499242767106,95154000
2018-03-07,41.19762420654297,41.390633141156364,41.01874076764662,41.17644135026552,126814000
2018-03-08,41.647186279296875,41.68955198741114,41.20703688451729,41.30353775017703,95096400
2018-03-09,42.362728118896484,42.36743661748297,41.753108642868185,41.88727391609229,128740800
2018-03-12,42.772281646728516,42.929982231102365,42.416867218500784,42.43569402993551,128828400
2018-03-13,42.36037826538086,43.191250536054305,42.188555767514984,42.97705873137369,126774000
2018-03-14,42.000240325927734,42.489819879768824,41.85195319231081,42.44274568241567,117473600
2018-03-15,42.049686431884766,42.423934914099554,41.91317227385684,42.014381665417666,90975200
2018-03-16,41.90140151977539,42.16031151273563,41.80724949289955,42.049685125864386,157618800
2018-03-19,41.261173248291016,41.77193576305772,40.87515899977217,41.73663100526373,133787200
2018-03-20,41.24705505371094,41.61423893390935,41.176441940242285,41.24705505371094,78597600
2018-03-21,40.312618255615234,41.21174757208427,40.31026221047947,41.1999781210021,148219600
2018-03-22,39.743011474609375,40.64449323230522,39.68416781153861,40.013690888122035,165963200
2018-03-23,38.822689056396484,39.994853617877645,38.822689056396484,39.63473074903987,164115200
2018-03-26,40.665679931640625,40.74335399835745,39.17575794250631,39.559419777386694,150164800
2018-03-27,39.62295913696289,41.22585958164017,39.288727637339065,40.879858633759106,163690400
2018-03-28,39.1851692199707,40.0183974601968,38.8815375134174,39.36640869913229,166674000
2018-03-29,39.49116134643555,40.42559906185457,39.284030490161584,39.49822229912376,153594000
2018-04-02,39.232234954833984,39.764183827052186,38.712059121958525,39.22282155150351,150347200
2018-04-03,39.634735107421875,39.719470120673925,38.808571421863356,39.45820412910777,121112000
2018-04-04,40.392642974853516,40.486791396247085,38.782681264911915,38.80857261952495,138422000
2018-04-05,40.67273712158203,41.009321121354404,40.50326709924583,40.62095441522754,107732800
2018-04-06,39.632381439208984,40.597415269493986,39.59001213811566,40.24200087033369,140021200
2018-04-09,40.025455474853516,40.74099275056252,39.978381268424144,39.98544221981196,116070800
2018-04-10,40.77864456176758,40.9551754906064,40.37380001097474,40.719800918821306,113634400
2018-04-11,40.58800506591797,40.936358540960995,40.413826532630395,40.53857480933227,89726400
2018-04-12,40.98814010620117,41.19056244243671,40.729226562807334,40.816317622784545,91557200
2018-04-13,41.12700653076172,41.388272503790546,40.91987930647764,41.138775980120656,100497200
2018-04-16,41.38357162475586,41.470659093730326,41.1505494342852,41.19762364477054,86313600
