Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2015-09-11,32.540565490722656,32.541061793042665,32.14876701189931,32.287811221415204,34892000
2015-09-14,32.4000358581543,32.571354871129046,32.252550722017766,32.55695452684959,29942000
2015-09-15,33.02572250366211,33.21342707568254,32.44323784246527,32.61058265325777,35546000
2015-09-16,33.04806137084961,33.17468663580093,32.883198102153756,33.04955027756432,26252000
2015-09-17,33.353458404541016,33.8659227368686,33.02224291614231,33.14589038419914,47752000
2015-09-18,32.819637298583984,33.26258136309159,32.77543987944079,33.02521629352374,72544000
2015-09-21,33.120567321777344,33.22087722644465,32.67464533669025,33.04757298959375,39094000
2015-09-22,32.436283111572266,32.7153603289232,32.03058061646289,32.64832163431363,54362000
2015-09-23,32.44075393676758,32.7878586681193,32.31362856691518,32.42138678162869,29160000
2015-09-24,32.52119445800781,32.61355971846178,31.88856061810192,32.226231795255394,38692000
2015-09-25,31.788253784179688,32.70344281816344,31.763921711078506,32.70344281816344,48480000
2015-09-28,30.998699188232422,31.922331040303625,30.680395135780596,31.733630084014774,47646000
2015-09-29,30.917261123657227,31.516625700673355,30.68982965138983,31.06077015155536,42130000
2015-09-30,31.69986343383789,31.74654047478173,31.242020782768375,31.375101779256696,52954000
2015-10-01,31.880115509033203,31.97148816383765,31.339843147683055,31.67850692517805,42506000
2015-10-02,32.62448501586914,32.62498131817348,31.458030635111264,31.681986102803837,48788000
2015-10-05,33.35395050048828,33.420989188827846,32.568864759252556,32.853405063730825,37960000
2015-10-06,33.35197067260742,33.707516352159246,32.92690099372204,33.2382530352037,42774000
2015-10-07,33.27052688598633,33.70453373336541,32.680097692398924,33.63799134601792,44354000
2015-10-08,33.121551513671875,33.36437969309566,32.5003364515251,33.24321375449933,39308000
2015-10-09,33.33210754394531,33.473629478488974,32.89114860925369,33.14589187999966,32124000
2015-10-12,33.58982467651367,33.6667932023844,33.133472846244,33.2303048285599,26684000
2015-10-13,33.924522399902344,34.187210299258936,33.4249656881718,33.482074553494805,42446000
2015-10-14,33.7874641418457,34.265664655949,33.71248082217772,33.952327426944336,31292000
2015-10-15,34.41364288330078,34.47025164735721,33.98509915781272,34.02780388197575,47156000
2015-10-16,34.52785873413086,34.57255246322815,34.21899199187555,34.53183294128718,36316000
2015-10-19,34.75777053833008,34.77217088078532,34.373420435177266,34.46230778973785,30172000
2015-10-20,33.76710510253906,34.660941753033136,33.453267775986156,34.65547863918576,52434000
