Date,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Vol_14,RSI_14,MACD,MACD_Signal,features_assembled,features,probability,prediction,max_prob,distance
2021-01-11,125.67758178710938,126.83711531254554,125.2098759078761,125.88221147258122,100384500,-0.02324899092221333,126.90254538399833,123.91068700154622,0.022021942475973295,51.895946424803626,2.134818421630726,2.749376208352182,"[125.67758178710938,126.83711531254554,125.2098759078761,125.88221147258122,100384500.0,-0.02324899092221333,126.90254538399833,123.91068700154622,0.022021942475973295,51.895946424803626,2.134818421630726,2.749376208352182]","[0.08111014332739983,0.07952592896151053,0.09537020428642472,0.08607236242280257,0.05420817816905617,-1.2882169959103429,0.10410404292539037,0.07483217738431036,0.5821786767632255,-0.28181504026796445,0.6120494680598799,0.9287909684975437]","[0.17665735296408597,4.529856790475408e-09,2.8510794782735775e-18,0.4860998370843177,0.3372428054217395]",3,0.4860998370843177,0.7213412480220854
2021-01-22,135.50924682617188,136.26927444924834,131.56294040290453,132.7906739013892,114459400,0.01607380571139605,128.4448721749442,126.40448811848958,0.02301875469521789,65.72492148383446,2.1384751923822307,1.7712214841580074,"[135.50924682617188,136.26927444924834,131.56294040290453,132.7906739013892,114459400.0,0.01607380571139605,128.4448721749442,126.40448811848958,0.02301875469521789,65.72492148383446,2.1384751923822307,1.7712214841580074]","[0.23035173356486804,0.2213512022931935,0.19285763535275952,0.19105755598679128,0.3174622651542756,0.7906682449275498,0.1275509428881464,0.11289667933136682,0.6930284191902072,0.7902356648851404,0.6135316785303806,0.5027505459389753]","[0.4161565688968553,9.47522447455546e-10,6.64506450624939e-19,0.5723401201691948,0.011503309986427505]",3,0.5723401201691948,0.5580218468885718
2021-02-01,130.7054443359375,131.9137004094463,127.57762745979004,130.32543059099427,106239800,0.016519863519592004,135.07911682128906,129.21172281901042,0.02318568582463481,52.16772736318596,2.5004858308571727,2.6873526466127524,"[130.7054443359375,131.9137004094463,127.57762745979004,130.32543059099427,106239800.0,0.016519863519592004,135.07911682128906,129.21172281901042,0.02318568582463481,52.16772736318596,2.5004858308571727,2.6873526466127524]","[0.15743151913721595,0.15585925397485267,0.13170322378906782,0.15359422043402104,0.16372452681270944,0.8142500619244237,0.2284066574257252,0.1557453211087002,0.7115918680942883,-0.26074602066266234,0.7602665971903505,0.9017762807406315]","[0.012402648187327975,1.3508017500855225e-08,5.128017312326368e-18,0.558330635626311,0.4292667026783434]",3,0.558330635626311,0.5828039533257692
2021-12-28,175.7764129638672,177.77644307078862,175.03131221487746,176.62937357994824,79144300,-0.0057675698521444385,171.62933349609375,164.1403615315755,0.020132072514410678,64.96683041562446,5.015728648802025,5.076904535521457,"[175.7764129638672,177.77644307078862,175.03131221487746,176.62937357994824,79144300.0,-0.0057675698521444385,171.62933349609375,164.1403615315755,0.020132072514410678,64.96683041562446,5.015728648802025,5.076904535521457]","[0.8415946801938777,0.8454676373167903,0.8598774497906035,0.8572570784963484,-0.3430642328877512,-0.3640236179557033,0.7840536701224494,0.6888837607578403,0.3720171293672044,0.7314668797238658,1.7797779349124276,1.9425581440751651]","[0.4407173598403015,5.546257127791969e-19,5.546255246018412e-19,0.5574786463781934,0.001803993781505122]",3,0.5574786463781934,0.5843310770482701
2022-01-04,176.17840576171875,179.35491668068815,175.60977025994117,179.05099416209845,99310400,-0.012691577003756227,175.97952706473214,168.1910598754883,0.01840260975479565,61.91474134559909,4.589933596863403,4.836388598541472,"[176.17840576171875,179.35491668068815,175.60977025994117,179.05099416209845,99310400.0,-0.012691577003756227,175.97952706473214,168.1910598754883,0.01840260975479565,61.91474134559909,4.589933596863403,4.836388598541472]","[0.8476968047248714,0.8692021235490812,0.8687538572058037,0.8940574965597706,0.03411842869795341,-0.730076328017504,0.8501865765993805,0.7507121936473861,0.17969354249778866,0.4948626320667667,1.6071890779240272,1.83780016572216]","[0.4485206447212621,1.5900768254088306e-19,1.590058285088936e-19,0.5507710220018334,0.0007083332769047205]",3,0.5507710220018334,0.5964361224406689
2022-02-07,168.51036071777344,170.75833687095522,167.81338131131074,169.6883399458675,77251200,-0.004234720651803414,169.88258143833704,168.6240203857422,0.022802886921487103,52.92491339595885,0.39330650346610696,-0.3959566589397593,"[168.51036071777344,170.75833687095522,167.81338131131074,169.6883399458675,77251200.0,-0.004234720651803414,169.88258143833704,168.6240203857422,0.022802886921487103,52.92491339595885,0.39330650346610696,-0.3959566589397593]","[0.7312982870959531,0.7399409158486354,0.7491186904621451,0.7517769131024612,-0.37847239295082225,-0.2829862083149174,0.7574990378626789,0.7573207503897771,0.6690230080863211,-0.2020473957174851,-0.09384307347917706,-0.44117526559938397]","[0.47384500708888516,9.78591251282623e-20,9.78591251282623e-20,0.004613824352540435,0.5215411685585744]",4,0.5215411685585744,0.650967063153765
2022-03-31,171.40626525878906,174.7635134764267,171.20011173735605,174.5769971900877,103049300,-0.017775776401588783,171.9209245954241,162.14993845621746,0.016815644844261127,59.53891459441111,3.0868178748771697,1.2521374783756953,"[171.40626525878906,174.7635134764267,171.20011173735605,174.5769971900877,103049300.0,-0.017775776401588783,171.9209245954241,162.14993845621746,0.016815644844261127,59.53891459441111,3.0868178748771697,1.2521374783756953]","[0.7752572093293625,0.8001641646912353,0.8010878856761587,0.8260679195805855,0.10405005917696476,-0.9988635963319155,0.7884865227294097,0.6585026439507804,0.003216320231470776,0.3106836359328925,0.9979264216348839,0.276660783555954]","[0.42624930455893356,3.3116304587619244e-18,3.3116304587619244e-18,0.3165647482851543,0.2571859471559121]",0,0.42624930455893356,0.8527308795729902
2022-04-27,153.69723510742188,156.85814023790502,152.52906702631245,153.04934130093488,88063200,-0.0014668650772604597,159.74142020089286,165.55430603027344,0.017427235264204494,34.68324777549364,-2.333522711516025,-0.7597708991407399,"[153.69723510742188,156.85814023790502,152.52906702631245,153.04934130093488,88063200.0,-0.0014668650772604597,159.74142020089286,165.55430603027344,0.017427235264204494,34.68324777549364,-2.333522711516025,-0.7597708991407399]","[0.5064396885073422,0.5309326539783183,0.5145817144215299,0.4989205776370011,-0.1762469285791967,-0.13665749837341193,0.6033301584550226,0.7104657116030968,0.07122776633202924,-1.6161789859553377,-1.199117395652802,-0.5996364668737961]","[0.5341505011469366,2.416224646144581e-19,2.4162246461443e-19,0.007691338503851372,0.458158160349212]",0,0.5341505011469366,0.6270776405046831
2022-06-02,148.65371704101562,148.71270030734948,144.37725022184313,145.3308530297889,72348100,0.016811646600764618,143.68063136509485,148.77883911132812,0.027416418834974497,51.160455409387296,-3.0239462116333016,-4.558489932193247,"[148.65371704101562,148.71270030734948,144.37725022184313,145.3308530297889,72348100.0,0.016811646600764618,143.68063136509485,148.77883911132812,0.027416418834974497,51.160455409387296,-3.0239462116333016,-4.558489932193247]","[0.429880666853199,0.40845494470573324,0.38949252645358445,0.3816257390939686,-0.4701789851040332,0.829675809656148,0.35916938048853325,0.4544108927722982,1.182067305111787,-0.3388318226647148,-1.4789689396776686,-2.2541884738236644]","[0.4839533958243541,5.671171433445813e-19,5.671171433445813e-19,0.00016734092524650247,0.5158792632503995]",4,0.5158792632503995,0.6618825248899577
2022-06-29,136.876220703125,138.29187895229046,134.35950159386607,135.1361545226192,66242400,0.013023837170301755,136.155757359096,138.6261304219564,0.02687980112407836,47.138781493065515,-2.59689699541525,-3.493822690308932,"[136.876220703125,138.29187895229046,134.35950159386607,135.1361545226192,66242400.0,0.013023837170301755,136.155757359096,138.6261304219564,0.02687980112407836,47.138781493065515,-2.59689699541525,-3.493822690308932]","[0.2511019680774359,0.25176379736589677,0.23577071557412285,0.22670090493135567,-0.584378764776049,0.6294250189134183,0.2447740596740679,0.29944352306153027,1.1223931419282023,-0.6506002899216633,-1.305871728309674,-1.790467070248849]","[0.5476427534184297,1.6638565436519127e-19,1.663855551058297e-19,0.00030010844635116945,0.4520571381352191]",0,0.5476427534184297,0.6021321126141005
2022-10-06,143.17001342773438,145.24722466977872,142.9632852357701,143.54411304208395,68402200,-0.006625573521675365,142.1700722830636,151.1014612833659,0.022624657492654333,41.06792048344804,-3.880840169569069,-3.528576785029812,"[143.17001342773438,145.24722466977872,142.9632852357701,143.54411304208395,68402200.0,-0.006625573521675365,142.1700722830636,151.1014612833659,0.022624657492654333,41.06792048344804,-3.880840169569069,-3.528576785029812]","[0.34663976672230085,0.35634683007371354,0.3677953102175655,0.3544733523811861,-0.543982301776619,-0.4093838496246805,0.33620542246605856,0.4898625795925251,0.6492031404145617,-1.1212259724806002,-1.8262964816184775,-1.8056043985613226]","[0.45726521437423623,2.6338807878749713e-19,2.6338807878749713e-19,0.0004453526767619049,0.5422894329490019]",4,0.5422894329490019,0.6119554090995933
2023-09-13,172.52017211914062,175.58019553637163,172.2923922361182,174.79785006313273,84267900,-0.011854738054084102,178.00218854631697,178.7581751505534,0.01833298541622962,37.82651929109992,-1.484030058717991,-0.8730821345196672,"[172.52017211914062,175.58019553637163,172.2923922361182,174.79785006313273,84267900.0,-0.011854738054084102,178.00218854631697,178.7581751505534,0.01833298541622962,37.82651929109992,-1.484030058717991,-0.8730821345196672]","[0.7921659659392342,0.8124440843467534,0.8178488708529192,0.8294241340588042,-0.24723345326747181,-0.6858350153346532,0.880935664079184,0.9120049195306352,0.1719510210401944,-1.37250608681356,-0.8547898481650236,-0.6489897699938539]","[0.5733183159421118,6.391127336437738e-20,6.391127336437738e-20,0.0005406449153002942,0.4261410391425878]",0,0.5733183159421118,0.5563141895657858
2024-04-30,169.11557006835938,173.7423484830038,168.78792110938284,172.0941804408779,65934800,-0.018270902347028106,168.04751804896765,169.28600056966147,0.018049514767768147,49.286417347641624,-0.8563911440905372,-1.4247598300472941,"[169.11557006835938,173.7423484830038,168.78792110938284,172.0941804408779,65934800.0,-0.018270902347028106,168.04751804896765,169.28600056966147,0.018049514767768147,49.286417347641624,-0.8563911440905372,-1.4247598300472941]","[0.7404851751306012,0.7848095674871454,0.7640729509549041,0.7883375273716378,-0.5901320530521045,-1.0250395072143565,0.7296018710829506,0.7674249827716251,0.14042788382245794,-0.48411112333611284,-0.6003869790292701,-0.8892758849664684]","[0.4498596133013902,1.1487351884141797e-19,1.1487351884141797e-19,0.005583373774276825,0.544557012924333]",4,0.544557012924333,0.607782633322414
2024-09-04,219.8269195556641,220.75260404502964,216.47252073588623,220.6331648046219,43840200,-0.008618739713523893,225.25309099469868,219.96044921875,0.010742088405781594,46.413520578430976,1.7962276963304475,2.194332236528074,"[219.8269195556641,220.75260404502964,216.47252073588623,220.6331648046219,43840200.0,-0.008618739713523893,225.25309099469868,219.96044921875,0.010742088405781594,46.413520578430976,1.7962276963304475,2.194332236528074]","[1.5102675477504728,1.4916723597541601,1.4957905531691278,1.52596543247213,-1.0033849891513755,-0.5147569190271107,1.5992576107385583,1.5409019197109606,-0.6721888903220248,-0.7068240137793614,0.47480741698298706,0.6870386542209458]","[0.3504823421313966,3.819927560487006e-18,3.819927560487006e-18,0.3184386330114012,0.33107902485720214]",0,0.3504823421313966,1.048444950006384
2024-09-11,221.62852478027344,222.056525502596,216.88061769002928,220.4340868524661,44587100,0.01158500174045618,220.47390747070312,220.52818501790364,0.010745664225414508,50.430530597847195,0.37156321610149234,1.1862392515230435,"[221.62852478027344,222.056525502596,216.88061769002928,220.4340868524661,44587100.0,0.01158500174045618,220.47390747070312,220.52818501790364,0.010745664225414508,50.430530597847195,0.37156321610149234,1.1862392515230435]","[1.537615349738494,1.5112785829361666,1.5020527788582476,1.5229401229250665,-0.9894151223978453,0.5533578518965118,1.5266030743273395,1.5495676389960595,-0.671791244027546,-0.39541710144206715,-0.10265634901242611,0.24795846507838062]","[0.20027875914420853,4.630561288657926e-18,4.630561288657926e-18,0.27155459057423237,0.528166650281559]",4,0.528166650281559,0.6383434176485385
2025-03-07,238.4862518310547,240.78062356819368,234.1867631010968,234.53591456798168,46273600,0.01589256603004152,237.02553667340956,236.650759379069,0.011983291757551428,50.80194811216195,0.24133502883711344,0.9372121401788406,"[238.4862518310547,240.78062356819368,234.1867631010968,234.53591456798168,46273600.0,0.01589256603004152,237.02553667340956,236.650759379069,0.011983291757551428,50.80194811216195,0.24133502883711344,0.9372121401788406]","[1.7935103566220563,1.7928207290720644,1.7676146441762637,1.7372400670263584,-0.9578711670091341,0.7810866146550971,1.7782257501537022,1.7956569357697927,-0.534161818435347,-0.3666240487083923,-0.1554421526174676,0.1394934000724044]","[0.5112535007665918,6.95540184385336e-18,6.95540184385336e-18,0.11088061825631848,0.3778658809770897]",0,0.5112535007665918,0.6708897222273763
2025-04-07,181.0169219970703,193.6759230716255,174.19361217758157,176.76731422169505,160466300,-0.0367342786061855,208.08209882463728,221.57131652832032,0.03486192783978459,22.770997762534222,-8.29761198689991,-5.187922546291585,"[181.0169219970703,193.6759230716255,174.19361217758157,176.76731422169505,160466300.0,-0.0367342786061855,208.08209882463728,221.57131652832032,0.03486192783978459,22.770997762534222,-8.29761198689991,-5.187922546291585]","[0.9211439629106564,1.0845378294402217,0.8470229880258826,0.8593533083193176,1.1779660310439297,-2.001146083733706,1.3382191991411136,1.5654896309863269,2.0100394542156836,-2.539641207258108,-3.6165605912201864,-2.528341151564417]","[0.19999999999116294,0.19999999999116294,0.19999999999116294,0.19999999999116294,0.20000000003534818]",4,0.20000000003534818,1.6094379072573595
2025-04-08,171.99899291992188,189.87523506652792,168.79683943762106,186.244123618335,120859500,-0.049818154997102404,201.60082135881697,219.09005686442057,0.03567304268747257,20.05785824027342,-10.604118432565627,-6.271161723546394,"[171.99899291992188,189.87523506652792,168.79683943762106,186.244123618335,120859500.0,-0.049818154997102404,201.60082135881697,219.09005686442057,0.03567304268747257,20.05785824027342,-10.604118432565627,-6.271161723546394]","[0.7842546292347126,1.0273893433556407,0.7642098022193657,1.0033686632739138,0.43716844296826385,-2.6928536897684365,1.2396889361228876,1.5276165573615026,2.10023886209719,-2.7499693859989476,-4.551464154052587,-3.0001516590378965]","[0.19999999999999996,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.2000000000000001]",4,0.2000000000000001,1.6094379074340999
2025-04-09,198.3644561767578,200.1201531468693,171.47028013366514,171.53013119082922,184395900,0.15328847459654016,198.2832271030971,217.70976918538412,0.05751734305912967,41.866543603163095,-10.187137884521178,-7.054356955741351,"[198.3644561767578,200.1201531468693,171.47028013366514,171.53013119082922,184395900.0,0.15328847459654016,198.2832271030971,217.70976918538412,0.05751734305912967,41.866543603163095,-10.187137884521178,-7.054356955741351]","[1.1844740883155662,1.1814355469816153,0.8052336051052775,0.7797658921769451,1.6255404365403459,8.044820400727602,1.189253904398403,1.5065483323578266,4.529417621092366,-1.0593150589828577,-4.382448107845074,-3.3412764518921994]","[0.2,0.2,0.2,0.2,0.2]",0,0.2,1.6094379074341003
