Date,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Vol_14,RSI_14,MACD,MACD_Signal,features_assembled,features,cluster,distance
2015-10-23,35.72013473510742,37.36727495019834,35.6511108289631,37.24610899343301,126726000,0.05606774753673416,34.338590894426616,33.10588156382243,0.018761047972032364,67.08538417894405,0.5296163788433432,0.39326225434891793,"[35.72013473510742,37.36727495019834,35.6511108289631,37.24610899343301,126726000.0,0.05606774753673416,34.338590894426616,33.10588156382243,0.018761047972032364,67.08538417894405,0.5296163788433432,0.39326225434891793]","[-1.2142159359017555,-1.1867565698816762,-1.2083432998981252,-1.1820779838938533,5.731611894029963,3.045113593880681,-1.2451303924809756,-1.27112338213431,0.2929474720942806,1.0883554752808555,0.023185882154984974,-0.0428502514998629]",0,6.25834625317777
2016-02-01,38.27452087402344,38.61318469966122,37.80823536801029,38.29885105366396,111522000,0.01237285223176987,36.96554674421038,37.244323094685875,0.022068480264670582,58.33568553431709,-0.08738652204802122,-0.3203801536985465,"[38.27452087402344,38.61318469966122,37.80823536801029,38.29885105366396,111522000.0,0.01237285223176987,36.96554674421038,37.244323094685875,0.022068480264670582,58.33568553431709,-0.08738652204802122,-0.3203801536985465]","[-1.1603054477094168,-1.1607512576820527,-1.1622694720609603,-1.1598377875914496,4.785890606361304,0.6307851028932201,-1.1893785412338882,-1.1820832048731846,0.7219947363398598,0.3292971476420268,-0.2931072009227272,-0.43689540716088826]",0,4.185939757897135
2016-02-02,38.77804946899414,40.23996674636577,38.76265273062421,39.75083994912433,135846000,0.01315571255948611,37.21702684674944,37.26266339619954,0.021927440657307954,60.95669189400301,0.06678456208401684,-0.24294721054203383,"[38.77804946899414,40.23996674636577,38.76265273062421,39.75083994912433,135846000.0,0.01315571255948611,37.21702684674944,37.26266339619954,0.021927440657307954,60.95669189400301,0.06678456208401684,-0.24294721054203383]","[-1.1496784434518723,-1.1267961698247397,-1.1418841579755261,-1.1291631149590438,6.298895381502876,0.6740414599682847,-1.1840413821531544,-1.1816886061611767,0.7036987736911618,0.5566760306091151,-0.21407475642188453,-0.39413999381195236]",0,5.636767993277853
2016-02-03,37.21234893798828,39.300444485273445,36.56084033521269,39.04470859580303,131114000,-0.04037594857002158,37.32882799421038,37.250298817952476,0.022743116238629197,50.35014929932104,0.06191360772449883,-0.1819750468887273,"[37.21234893798828,39.300444485273445,36.56084033521269,39.04470859580303,131114000.0,-0.04037594857002158,37.32882799421038,37.250298817952476,0.022743116238629197,50.35014929932104,0.06191360772449883,-0.1819750468887273]","[-1.1827226565814304,-1.146406394183876,-1.1889124696930937,-1.144080824155257,6.004554870239518,-2.2838101090266125,-1.1816686277945272,-1.1819546348656218,0.8095099727463203,-0.36346817217360244,-0.21657174496063702,-0.36047357286102877]",0,5.47843884005015
2016-02-05,34.94696807861328,36.08710329726792,34.76720813944007,36.026524106840924,109556000,-0.03598466353730323,37.204115186418804,37.09447377522786,0.024393640133367193,39.23995769604263,-0.18670041405678717,-0.1568857060769575,"[34.94696807861328,36.08710329726792,34.76720813944007,36.026524106840924,109556000.0,-0.03598466353730323,37.204115186418804,37.09447377522786,0.024393640133367193,39.23995769604263,-0.18670041405678717,-0.1568857060769575]","[-1.2305336692587512,-1.2134770153376302,-1.2272224974616923,-1.2078428966012476,4.663601205443349,-2.041172965887968,-1.184315406159369,-1.1853072711956143,1.0236194990956649,-1.327305191098843,-0.34401830207074313,-0.34662022965423217]",0,4.208882907354887
2016-04-22,36.63581466674805,37.437782245825765,36.26835022073029,36.94071093438197,140798000,-0.05414107431020665,38.392416272844585,37.88660825093587,0.01704952521093388,38.93530488300978,0.24929922427872953,0.3688934341224836,"[36.63581466674805,37.437782245825765,36.26835022073029,36.94071093438197,140798000.0,-0.05414107431020665,38.392416272844585,37.88660825093587,0.01704952521093388,38.93530488300978,0.24929922427872953,0.3688934341224836]","[-1.1948904504590487,-1.1852849029042465,-1.1951597395816866,-1.1885298138722036,6.606920362858783,-3.044391751907398,-1.1590961070178871,-1.1682641902179849,0.07092504098425466,-1.3537345876030515,-0.1205125946734473,-0.056305751693122436]",0,6.379396508334288
2016-06-24,34.025325775146484,35.00854618606526,34.01092542996744,34.27212442971075,95436000,-0.04150407027387981,35.14368329729353,36.11032740275065,0.014745487203206405,29.290494778893787,-0.4257946361257936,-0.23147770305188808,"[34.025325775146484,35.00854618606526,34.01092542996744,34.27212442971075,95436000.0,-0.04150407027387981,35.14368329729353,36.11032740275065,0.014745487203206405,29.290494778893787,-0.4257946361257936,-0.23147770305188808]","[-1.249984990952695,-1.2359892514077317,-1.2433758714193488,-1.2449062900821624,3.7853070340488824,-2.3461436230885355,-1.2280439264528193,-1.2064815627260739,-0.22795974832303753,-2.1904460819492075,-0.4665847414424574,-0.3878069847119533]",0,3.9975817311973616
2016-07-29,39.29597091674805,39.9216527452363,39.22942852718966,39.61228973543391,101810000,0.03329686121073383,37.938406808035715,36.121516927083334,0.010540169391672113,79.09065121212392,0.7092893421338644,0.48508370490171493,"[39.29597091674805,39.9216527452363,39.22942852718966,39.61228973543391,101810000.0,0.03329686121073383,37.938406808035715,36.121516927083334,0.010540169391672113,79.09065121212392,0.7092893421338644,0.48508370490171493]","[-1.1387476770856155,-1.1334401943862715,-1.1319143359739594,-1.132090122501175,4.181783453912079,1.7869254408207655,-1.1687315442289379,-1.206240815763088,-0.7734826623787581,2.1298425352562322,0.11529130892488838,0.007849927424609854]",2,5.101310984211724
2016-11-10,38.747257232666016,40.22555996730992,38.148387039679925,40.22258215344109,118192000,-0.03140558394812787,39.382659912109375,40.135812759399414,0.014615014239196937,38.911967417362355,-0.19583591444166615,-0.05399801057322412,"[38.747257232666016,40.22555996730992,38.148387039679925,40.22258215344109,118192000.0,-0.03140558394812787,39.382659912109375,40.135812759399414,0.014615014239196937,38.911967417362355,-0.19583591444166615,-0.05399801057322412]","[-1.150328315633565,-1.1270968760254096,-1.15500420328517,-1.1191971036971478,5.200778858712656,-1.78815937614287,-1.1380801786081236,-1.1198716814350151,-0.24488498316181978,-1.3557591713476058,-0.34870141713878683,-0.289809707278891]",0,4.671746857300553
2017-04-28,45.90935897827149,46.47445784803481,45.8448017960648,46.13182363432645,76918000,0.0371085721553992,43.92490332467215,42.552313232421874,0.01166969613995532,84.2508263882792,0.6498926464089223,0.30348999239025554,"[45.90935897827149,46.47445784803481,45.8448017960648,46.13182363432645,76918000.0,0.0371085721553992,43.92490332467215,42.552313232421874,0.01166969613995532,84.2508263882792,0.6498926464089223,0.30348999239025554]","[-0.9991716851984175,-0.9966664492935577,-0.9906171769312254,-0.9943586503875445,2.6334478650770174,1.9975386547645186,-1.041680203295974,-1.067879734982501,-0.6269580117239897,2.5775006888248817,0.08484288803686652,-0.09241894940604271]",2,4.101229424973244
