Date,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Vol_14,RSI_14,MACD,MACD_Signal,features_assembled,features,cluster,distance,is_anomaly,model_used
2023-03-01,145.00907308036537,145.4041064076396,143.21163678129005,143.50791931152344,55479000,-0.0014962847714060645,146.4270032266887,144.7451777663459,0.011130572109402641,39.74340373002926,1.409972864774545,2.4264754370573103,"[145.00907308036537,55479000.0,-0.0014962847714060645,0.011130572109402641,39.74340373002926,1.409972864774545,2.4264754370573103]","[-2.096663934504943,-0.06379764095414417,-0.13346395929600874,-0.4585325858926525,-1.1403642760698414,0.1560390126921784,0.5069877694891647]",1,2.066654532491593,1,kmeans
2023-03-02,142.58950014966683,144.89060684866965,142.11544194013547,144.10052490234375,52238100,-0.01668566579525399,145.6058894219898,145.00092008981326,0.011662813104626864,35.723122432016666,0.9638816192296815,2.1339566734917845,"[142.58950014966683,52238100.0,-0.01668566579525399,0.011662813104626864,35.723122432016666,0.9638816192296815,2.1339566734917845]","[-2.1906098133564496,-0.1951577722073037,-0.9889450315425583,-0.4006579644915775,-1.4592342410596173,0.019693497573867343,0.4106273974219102]",1,2.216024716001916,1,kmeans
2023-03-03,146.20407279147852,149.23600736765022,145.50288630750634,149.15699768066406,70732300,0.02534950075579001,145.48878605884107,145.46721115089073,0.01227653832646502,44.71947496904832,0.8917375023321767,1.8855128392598632,"[146.20407279147852,70732300.0,0.02534950075579001,0.01227653832646502,44.71947496904832,0.8917375023321767,1.8855128392598632]","[-2.0502651272346823,0.5544489849966159,1.378517427703829,-0.33392294186670324,-0.7456855100449298,-0.0023569839798144227,0.32878601394074236]",1,2.4648376658271296,1,kmeans
2023-03-06,151.8827898611123,154.3616721188966,151.55689556759242,151.92230224609375,87558000,0.03884103199869782,146.0108051713884,146.08334883069443,0.01603912814714131,55.303742568029826,1.2780551541657985,1.7640213022410505,"[151.8827898611123,87558000.0,0.03884103199869782,0.01603912814714131,55.303742568029826,1.2780551541657985,1.7640213022410505]","[-1.829774949366072,1.2364281143823688,2.138373908742101,0.07521213662803354,0.09380923884193822,0.11571903693428395,0.28876475319336814]",1,3.2647102701515607,1,kmeans
2023-03-07,151.79390348554702,152.11981283549997,149.25578289163562,149.71995544433594,56182000,-0.0005852300688349299,146.94055664254077,146.60317313108033,0.01594168043285633,55.12582721709736,1.5590702969628296,1.7230311011854065,"[151.79390348554702,56182000.0,-0.0005852300688349299,0.01594168043285633,55.12582721709736,1.5590702969628296,1.7230311011854065]","[-1.8332261818395619,-0.03530365092946858,-0.08215245077521105,0.06461590367858294,0.07969782286937326,0.20160988277213077,0.2752619235742054]",1,2.031074296102524,1,kmeans
2023-03-08,150.91494388116536,151.5667625921133,149.94710144553787,150.9741973876953,47204800,-0.005790480277525489,147.66009376288045,147.02171480764176,0.015945068399541205,53.29981774940408,1.6913552375857535,1.716695928465476,"[150.91494388116536,47204800.0,-0.005790480277525489,0.015945068399541205,53.29981774940408,1.6913552375857535,1.716695928465476]","[-1.867353953505766,-0.39916744502551094,-0.37531732845197757,0.06498430312726501,-0.06513273297312308,0.24204210051179453,0.27317501607821476]",1,2.0727270391635195,1,kmeans
2023-03-09,151.65561114338573,152.6234533766544,148.3669065925505,148.72244262695312,53833600,0.004907845725361737,148.57855634181732,147.4458801861316,0.015986004771282314,54.662651679377966,1.8348071494465614,1.740318172661693,"[151.65561114338573,53833600.0,0.004907845725361737,0.015986004771282314,54.662651679377966,1.8348071494465614,1.740318172661693]","[-1.8385957226613898,-0.13048897976865517,0.2272230506341596,0.06943562693980267,0.04296089911985476,0.2858874460833685,0.2809565621645776]",1,2.1183873811589455,0,kmeans
2023-03-10,148.34721726847982,149.06816014816815,145.77945444910702,146.65841674804688,68572400,-0.021815176174245998,149.0554340829765,147.6848232642198,0.0169398725165037,47.93374553876422,1.6623713051917548,1.7247287991677056,"[148.34721726847982,68572400.0,-0.021815176174245998,0.0169398725165037,47.93374553876422,1.6623713051917548,1.7247287991677056]","[-1.9670522639879802,0.4669039365552264,-1.2778441665520919,0.17315693949696134,-0.4907445573957587,0.23318330932976356,0.2758211725168652]",1,2.1848331394711735,0,kmeans
2023-03-13,145.97694231528436,151.2408445051467,145.86830586973156,148.6039581298828,84457100,-0.015977886183774714,149.53935439235048,147.84508545951422,0.017058902249998453,43.77601619995562,1.3192458320284572,1.643632205739856,"[145.97694231528436,84457100.0,-0.015977886183774714,0.017058902249998453,43.77601619995562,1.3192458320284572,1.643632205739856]","[-2.059084027433678,1.110742461939244,-0.9490821786723926,0.1860999499439068,-0.8205162600271775,0.12830875764130417,0.24910665403318524]",1,2.1811885704824614,0,kmeans
2023-03-14,149.4038803808697,151.49758410543407,148.23852153630807,150.6976318359375,73695900,0.02347588606277129,149.99646976226344,148.06041346215454,0.01807359051787047,50.46580177068512,1.3087551693172657,1.5766567984553381,"[149.4038803808697,73695900.0,0.02347588606277129,0.01807359051787047,50.46580177068512,1.3087551693172657,1.5766567984553381]","[-1.9260247159095776,0.6745695950067562,1.272993581534981,0.2964347416456734,-0.28991366468586455,0.12510234006289414,0.22704388073745999]",1,2.4562061460760862,0,kmeans
