Date,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Vol_14,RSI_14,MACD,MACD_Signal,features_assembled,features,cluster,distance,is_anomaly,model_used
2015-10-22,33.82371520996094,34.16684953993885,33.35494819936342,33.54066755754482,88632000,0.013902868142647185,34.06249782017299,32.99989732106527,0.012986898091040835,53.57269018525585,0.39777587470580755,0.35917461094740977,"[33.82371520996094,88632000.0,0.013902868142647185,0.012986898091040835,53.57269018525585,0.39777587470580755]","[-1.2542399966771673,3.3620836953684323,0.7153250741381396,-0.4560879905333515,-0.08390441361739323,-0.04439927905881866]",1,3.3589856171398416,1,kmeans
2015-10-23,35.72013473510742,37.36727495019834,35.6511108289631,37.24610899343301,126726000,0.05606774753673416,34.33859361921038,33.10588308970134,0.01876103699583802,67.08548316325152,0.5296170269146856,0.3932630941408649,"[35.72013473510742,126726000.0,0.05606774753673416,0.01876103699583802,67.08548316325152,0.5296170269146856]","[-1.214215937239474,5.731611894029963,3.0451139780075893,0.29294626756414494,1.08836438697744,0.023186216294487805]",1,6.018174151064981,1,kmeans
2015-10-26,36.30559921264648,36.4957890861961,35.75440053726684,35.75440053726684,48776000,0.016390321085872905,34.60887200491769,33.23606853485107,0.018929550022661955,69.98947878305329,0.6735795742676061,0.4493263901662131,"[36.30559921264648,48776000.0,0.016390321085872905,0.018929550022661955,69.98947878305329,0.6735795742676061]","[-1.2018596707399127,0.8829553316929465,0.8527674278055235,0.31480615561116837,1.3402933159339618,0.0969854808803731]",1,1.133767120721024,1,kmeans
2015-10-27,36.39001083374024,36.545936881007904,35.95898557928431,36.07965143455741,38778000,0.0023250303789053017,34.874894278390066,33.34821160634359,0.018803776021778778,70.39504267899008,0.785428313913215,0.5165467749156135,"[36.39001083374024,38778000.0,0.0023250303789053017,0.018803776021778778,70.39504267899008,0.785428313913215]","[-1.2000781578968471,0.2610583681234085,0.07560029986191516,0.29849046993183437,1.3754770046523923,0.15432230134152233]",1,1.0830281932325767,1,kmeans
2015-10-28,36.59360885620117,36.61595382395379,36.11441196807136,36.39895228734233,39604000,0.005594887657251135,35.13715635027204,33.4663963953654,0.01853882319490036,71.39901722567951,0.8803497805109259,0.5893073760346761,"[36.59360885620117,39604000.0,0.005594887657251135,0.01853882319490036,71.39901722567951,0.8803497805109259]","[-1.1957812081743202,0.3124373331072491,0.2562738204268811,0.2641201945740957,1.4625743234370345,0.2029817239283694]",1,1.004830837016447,1,kmeans
2015-10-29,36.987396240234375,37.08373192986225,36.506214094412925,36.57921220939444,36520000,0.01076109726101726,35.59719739641462,33.587527656555174,0.018558887605937605,73.28600882847589,0.976099213403387,0.6666657435084183,"[36.987396240234375,36520000.0,0.01076109726101726,0.018558887605937605,73.28600882847589,0.976099213403387]","[-1.187470299403677,0.12060594326443501,0.541728871713142,0.26672299500602864,1.626275594265705,0.25206558540420526]",1,1.0275796043031127,1,kmeans
2015-10-30,36.61695098876953,37.05989513511136,36.57424625701712,37.02265351755225,39984000,-0.01001544550632305,36.06248801095145,33.71410452524821,0.019147277616592125,68.69447550783761,1.0104417494455546,0.7354209446958456,"[36.61695098876953,39984000.0,-0.01001544550632305,0.019147277616592125,68.69447550783761,1.0104417494455546]","[-1.1952885709234742,0.33607414508528716,-0.6062634739475604,0.34305026775944825,1.2279485224722746,0.26967053857103884]",1,1.5359187677589883,1,kmeans
2015-11-02,37.130897521972656,37.15274618398798,36.32197420525239,36.47492241649231,39914000,0.014035754461390049,36.534942626953125,33.84778232574463,0.019237106516972313,71.37410266870361,1.06683187293131,0.8017031303429385,"[37.130897521972656,39914000.0,0.014035754461390049,0.019237106516972313,71.37410266870361,1.06683187293131]","[-1.1844416953666907,0.3317199955103854,0.7226676083830402,0.35470307432703646,1.4604129229130236,0.29857770727342414]",1,0.9932516154152575,1,kmeans
2015-11-03,37.18453598022461,37.327546810881394,36.804156266872845,37.01619478997868,36306000,0.0014445774767553043,36.74414280482701,34.00605742136637,0.01905787501971804,71.64687315403594,1.1031333922985738,0.8619891827340656,"[37.18453598022461,36306000.0,0.0014445774767553043,0.01905787501971804,71.64687315403594,1.1031333922985738]","[-1.1833096521596074,0.10729468599259252,0.02695153265836472,0.3314527622394592,1.4840764490396283,0.31718689057779276]",1,1.1636867951780365,1,kmeans
2015-11-04,37.50680923461914,37.73473700079095,37.2034018486634,37.238161950631856,41840000,0.008666862336696113,36.915744236537385,34.174925804138184,0.01878028933247566,73.29347397544963,1.1447118406742263,0.9185337143220977,"[37.50680923461914,41840000.0,0.008666862336696113,0.01878028933247566,73.29347397544963,1.1447118406742263]","[-1.1765080538223043,0.45152131095696774,0.4260134858542769,0.2954437238823565,1.6269232145543768,0.3385011766137511]",1,1.0526656693827978,1,kmeans
2015-11-05,37.772979736328125,38.05503479414209,37.6140758519255,37.6806144619859,45486000,0.007096591449408329,37.11331122262137,34.34998531341553,0.01876085516083172,74.60522691273385,1.185475373404877,0.9719220461386537,"[37.772979736328125,45486000.0,0.007096591449408329,0.01876085516083172,74.60522691273385,1.185475373404877]","[-1.1708905077890033,0.6783103016725645,0.33924934133770673,0.2929226795190204,1.7407210833569977,0.3593977138920884]",1,1.1838924055027966,1,kmeans
2015-11-06,37.81916046142578,37.8896732751724,37.492907992277374,37.70941703375555,33544000,0.0012225862354524608,37.28839002336775,34.551015535990395,0.018815671650610988,74.83616574753131,1.2075868557696765,1.0190550080648584,"[37.81916046142578,33544000.0,0.0012225862354524608,0.018815671650610988,74.83616574753131,1.2075868557696765]","[-1.1699158605331217,-0.06450761580567355,0.014685572499681112,0.30003359760227105,1.7607556085154628,0.37073268376745205]",1,1.3102909067695045,1,kmeans
2015-11-09,37.47999954223633,37.90358033792041,37.19894086947018,37.666215214786426,35538000,-0.008967965313121828,37.35876192365374,34.76705888112386,0.01664239048396353,69.81471354181403,1.1840934212680665,1.0520626907055002,"[37.47999954223633,35538000.0,-0.008967965313121828,0.01664239048396353,69.81471354181403,1.1840934212680665]","[-1.177073874152251,0.059523444942241925,-0.548385738585522,0.018110686993971694,1.3251319913975153,0.35868928622624907]",1,1.4013533891633543,1,kmeans
2015-11-10,37.65330123901367,37.76950038671628,37.16417825756064,37.41593992044355,29798000,0.00462384468767274,37.5068119594029,34.991593488057454,0.01569652002448064,70.88956439152238,1.1660175789226201,1.0748536683489243,"[37.65330123901367,29798000.0,0.00462384468767274,0.01569652002448064,70.88956439152238,1.1660175789226201]","[-1.1734163303859615,-0.2975168201997013,0.20261956673959453,-0.10458975190376389,1.4183780078544954,0.34942309931588467]",1,1.0216490775940512,1,kmeans
2015-11-11,38.00040817260742,38.19059424311937,37.72729036736428,37.857889853872,41866000,0.009218499365843291,37.63102776663644,35.201611582438154,0.015629075073590917,72.96595516160802,1.1662570865577706,1.0931343519906935,"[38.00040817260742,41866000.0,0.009218499365843291,0.015629075073590917,72.96595516160802,1.1662570865577706]","[-1.166090615607572,0.4531385665133598,0.45649377769760735,-0.11333886230533963,1.5985101331359348,0.34954587768888384]",1,0.8393379310347312,1,kmeans
2015-11-12,37.56739807128906,38.02772418449147,37.5341268709488,37.74864693208144,35452000,-0.011394880269483432,37.68572235107422,35.391187540690105,0.0086751252770379,66.5853952670707,1.118611939596292,1.0982298695118133,"[37.56739807128906,35452000.0,-0.011394880269483432,0.0086751252770379,66.5853952670707,1.118611939596292]","[-1.1752293224192671,0.05417406117879121,-0.6824831110247989,-1.0154208372264606,1.0449805033345447,0.3251216307476031]",1,1.5997975938228686,1,kmeans
2015-11-13,36.750030517578125,37.50780071783628,36.72023343923385,37.443743629388095,48188000,-0.02175736398245831,37.577611105782644,35.5287057240804,0.01021721112864008,56.535455420774376,1.0033322966427392,1.0792503549379986,"[36.750030517578125,48188000.0,-0.02175736398245831,0.01021721112864008,56.535455420774376,1.0033322966427392]","[-1.1924799186709807,0.8463804752637719,-1.2550544053803188,-0.8153779995285588,0.1731229274172162,0.2660260324261898]",0,1.7540474525000154,1,kmeans
2015-11-16,37.26398468017578,37.3280417702933,36.46499485167239,36.7569834956544,50704000,0.013985135668168391,37.50489752633231,35.659039942423504,0.01079937246815155,60.565859055066255,0.9425786942323029,1.0519160227968596,"[37.26398468017578,50704000.0,0.013985135668168391,0.01079937246815155,60.565859055066255,0.9425786942323029]","[-1.1816328820953215,1.0028810514130975,0.719870704787684,-0.7398587239753263,0.5227705866374943,0.23488202128388827]",1,1.147771488938413,1,kmeans
2015-11-17,37.04351043701172,37.488939893861,36.947671045235474,37.36578871905456,38864000,-0.005916550391921849,37.394090379987446,35.78209139506022,0.010921731056060422,58.077904174322825,0.8666503915303281,1.0148628965435533,"[37.04351043701172,38864000.0,-0.005916550391921849,0.010921731056060422,58.077904174322825,0.8666503915303281]","[-1.1862860055713609,0.2664077518868592,-0.3797820872369937,-0.723986093332507,0.30693423890890137,0.19595903052210695]",0,0.9729363422234119,1,kmeans
2015-11-18,37.74020004272461,37.79432729895138,37.11352181536831,37.22177632782186,36266000,0.01880733217489028,37.4312618800572,35.93108024597168,0.011665328863053461,63.21950485180191,0.8528624261479791,0.9824628024644386,"[37.74020004272461,36266000.0,0.01880733217489028,0.011665328863053461,63.21950485180191,0.8528624261479791]","[-1.1715823253893496,0.1048066005212201,0.986317569455206,-0.6275249168926375,0.7529810383485839,0.1888909303525641]",1,0.8343215339032428,1,kmeans
2015-11-19,37.736724853515625,37.90009543352721,37.6021511701848,37.72877644024944,28078000,-9.208189689113855e-05,37.44317953927176,36.08491910298665,0.011203930209561707,63.17788081285469,0.8320634361690864,0.9523829292053683,"[37.736724853515625,28078000.0,-9.208189689113855e-05,0.011203930209561707,63.17788081285469,0.8320634361690864]","[-1.1716556694873264,-0.40450449546871564,-0.05795543278763436,-0.6873785857779235,0.7493700482082016,0.17822878111448073]",0,1.1072687453223946,1,kmeans
2015-11-20,38.58388137817383,38.69908791569414,37.94330287256663,38.20152024169327,55478000,0.022449126890228266,37.52653285435268,36.25997835795085,0.012078409009634425,68.60451145853645,0.8738651646635631,0.9366793762970073,"[38.58388137817383,55478000.0,0.022449126890228266,0.012078409009634425,68.60451145853645,0.8738651646635631]","[-1.1537763750346233,1.2998340524213967,1.1875422151767039,-0.5739392331689541,1.2201439147688442,0.19965752684060759]",1,1.3075572712693382,1,kmeans
2015-11-23,38.5689811706543,38.87685904914557,38.4105736169045,38.60721917505487,34648000,-0.0003861769989775832,37.669616154261995,36.42595024108887,0.012104249905126048,68.41353630680916,0.8954686087284571,0.9284372227832973,"[38.5689811706543,34648000.0,-0.0003861769989775832,0.012104249905126048,68.41353630680916,0.8954686087284571]","[-1.1540908448992748,0.0041635432042054325,-0.07420543789542647,-0.5705870942089679,1.203576339699551,0.2107320619459295]",1,0.9773883911341844,1,kmeans
