Date,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Vol_14,RSI_14,MACD,MACD_Signal,anomaly,distance,cluster,is_anomaly,model_used
2023-03-02,142.58948505088003,144.8905915062189,142.11542689154663,144.1005096435547,52238100,-0.016685874471298323,145.6058829190965,145.00091809442137,0.011662865440703772,48.86090392602067,1.2143909763103125,2.470181305329562,1,0,0,0,isolation_forest
2023-03-03,146.20408774818284,149.236022634522,145.50290119247913,149.15701293945312,70732300,0.025349714223408704,145.48878387186122,145.46720914990385,0.012276641259532874,56.718777391361236,1.1251275421861635,2.2011705527008822,1,0,0,0,isolation_forest
2023-03-06,151.88277460629178,154.36165661510182,151.55688034550414,151.9222869873047,87558000,0.03884082138585421,146.01080080514842,146.08334632121355,0.016039173225241083,65.64901826698085,1.495370497953047,2.0600105417513155,1,0,0,0,isolation_forest
2023-03-07,151.79388801539042,152.11979733212814,149.25576768015293,149.71994018554688,56182000,-0.0005852315453925838,146.94055443781872,146.60317060377648,0.015941725535704297,65.42147865078704,1.7613149603429292,2.0002714254696383,1,0,0,0,isolation_forest
2023-03-08,150.91492862836495,151.56674727343432,149.9470862905562,150.97418212890625,47204800,-0.005790479435748841,147.66008720245443,147.02171127120712,0.015945106768892072,63.09271587870906,1.8794876226766064,1.9761146649110322,1,0,0,0,isolation_forest
2023-03-09,151.65561114338573,152.6234533766544,148.3669065925505,148.72244262695312,53833600,0.0049079472902560095,148.57855195589477,147.44587715484542,0.01598604797479877,64.2476506240259,2.0097401641912427,1.9828397647670744,1,0,0,0,isolation_forest
2023-03-10,148.3471863994858,149.06812912915592,145.77942411442874,146.65838623046875,68572400,-0.021815379720911965,149.0554230845688,147.68481869813203,0.016939932682471133,55.841851299036996,1.824966931799679,1.9512651981735956,1,0,0,0,isolation_forest
2023-03-13,145.97692732623966,151.24082897559975,145.86829089184172,148.60394287109375,84457100,-0.01597778246271042,149.53934340962016,147.84508139173514,0.01705895487947321,50.72178551964044,1.470323738962719,1.8550769063314203,1,0,0,0,isolation_forest
2023-03-14,149.40394089203414,151.49764546458488,148.23858157548196,150.69769287109375,73695900,0.023476405679752066,149.9964652873132,148.06041038021883,0.018073685685962494,56.87806915609346,1.4490935590659717,1.7738802368783306,1,0,0,0,isolation_forest
2023-03-15,149.31503194180715,151.34948260848185,148.06077752387876,151.09271240234375,77167900,-0.0005950910645070584,149.62964490667255,148.3470639067767,0.017968034973750675,56.68023120181998,1.4088538886550452,1.7008749672336736,1,0,0,0,isolation_forest
