Date,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Vol_14,RSI_14,MACD,MACD_Signal,anomaly,distance,cluster,is_anomaly,model_used
2024-02-29,179.97755459220346,181.26828866128915,178.2499552858893,179.4612579345703,136682600,-0.006794269111823015,181.2058779351597,185.57172359852427,0.007686997408992962,52.3912032004809,-1.580530832308142,-1.1986295955904018,1,0,0,0,isolation_forest
2024-03-01,178.26981201401622,179.24282037465971,176.11528592616577,178.3790283203125,73563100,-0.009488641970142764,180.8668817818243,185.36312674793535,0.007877384851887279,48.935952348281994,-1.7644175569196534,-1.3117871878562521,1,0,0,0,isolation_forest
2024-03-04,174.89406399657693,175.63871657984365,172.55088992856452,173.8515625,81510100,-0.018936173092356623,179.82720568407407,184.93491144117672,0.008846878875598653,42.911382851063784,-2.15767147010709,-1.4809640443064198,1,0,0,0,isolation_forest
2024-03-05,169.5424796657224,170.8133520831047,168.41060844555398,168.90704345703125,95132400,-0.03059900495513257,177.80600565320736,184.23014110724586,0.011020856945009216,35.45862656589874,-2.8680945513322627,-1.7583901457115885,1,0,0,0,isolation_forest
2024-03-06,169.8403395327639,170.01906401050476,167.47730408815008,167.91416931152344,68587700,0.0017568450551670445,176.22024939765168,183.4453940302427,0.011179013576154303,36.12359219101715,-3.3682480922281,-2.080361735014891,1,0,0,0,isolation_forest
2024-03-07,167.9439378530283,169.5126741160914,167.2886552317426,167.79501342773438,71765100,-0.011165790677012621,174.52527473728,182.58421243532874,0.0112306304483414,33.74011718317357,-3.873001591971814,-2.438889706406276,1,0,0,0,isolation_forest
2024-03-08,167.79503440936114,172.4615205019895,167.73546463179477,169.5126953125,76267000,-0.000886625891775128,172.60903172338178,181.72467776711716,0.01122456015423902,33.55291580892268,-4.236205302753319,-2.7983528256756847,1,0,0,0,isolation_forest
2024-03-11,171.7069430151515,173.13667826239134,170.8232893067872,171.51829528808594,60139500,0.02331361365704465,171.4275157838029,181.0269406844659,0.013587655546059752,42.56827344937802,-4.16042968535092,-3.0707681976107315,1,0,0,0,isolation_forest
2024-03-12,171.91544162555573,172.7891721100731,169.79070034274764,171.994873046875,59825400,0.0012142701206079298,170.51974858545142,180.41085356292845,0.013597516097003689,43.0120752119177,-4.037016652250145,-3.264017888538614,1,0,0,0,isolation_forest
2024-03-13,171.53815729817867,171.95516088785195,169.54247886546352,169.90985107421875,52488700,-0.0021945924334058065,170.0403333428231,179.8175589118516,0.013171144348866333,42.37397825600552,-3.9244163971357295,-3.3960975902580377,1,0,0,0,isolation_forest
2024-03-14,171.67715534575908,173.06716728584055,170.82328653971078,171.76651000976562,72913500,0.0008103039566804693,170.34528701139976,179.35780629133424,0.012767063047573015,42.71118074088492,-3.78038596671621,-3.4729552655496727,1,0,0,0,isolation_forest
2024-03-15,169.94954753501827,171.3892059326172,169.07581713096124,171.3892059326172,121752700,-0.010063119972260726,170.36088815457896,178.94127874025713,0.012529738440653023,39.608867178530154,-3.762275158934159,-3.5308192442265702,1,0,0,0,isolation_forest
2024-03-18,174.31819990832292,176.44294118443133,172.282813299669,172.48138427734375,75604200,0.025705584019895644,171.27149701962108,178.80688436266436,0.014859394442047197,49.581715060619665,-3.356714363411868,-3.49599826806363,1,0,0,0,isolation_forest
2024-03-19,173.09697026746844,175.350789645184,171.7963128554373,174.82456970214844,55215200,-0.007005749494296998,172.02891642792207,178.3577691864172,0.014625658402892653,47.23353703783035,-3.0981341745846294,-3.4164254493678303,1,0,0,0,isolation_forest
2024-03-20,174.467139074951,177.39610290527344,173.84162605000233,177.39610290527344,53423100,0.007915614036255958,172.4232301507506,177.99696492670708,0.014871320383949423,50.08956373648888,-2.7509352707802464,-3.2833274136503134,1,0,0,0,isolation_forest
2024-03-21,175.7876262124245,176.22449141078243,169.62189720831483,170.1481170654297,106181300,0.007568686828218096,172.9763993774461,177.55523499004076,0.014919486232219711,52.74419513089784,-2.3422256426361514,-3.095107059447481,1,0,0,0,isolation_forest
2024-03-22,170.535384758446,171.8161958354467,168.8475084023186,171.0516815185547,71160100,-0.02987833425562958,172.83314615748432,176.97974705246273,0.0161712587949196,42.957298285226145,-2.414301740645385,-2.9589459956870625,1,0,0,0,isolation_forest
2024-03-25,169.35386403283357,170.71409125238694,168.24183919385965,169.63186645507812,54288300,-0.006928302459257907,172.50124739849497,176.38137840698073,0.014007689173563558,41.109339890985275,-2.5375105734291026,-2.874658911235471,1,0,0,0,isolation_forest
2024-03-26,168.78794096266762,170.19781488682668,168.37093727946544,168.50001525878906,57388400,-0.0033416602177805954,172.33530360244487,175.7717571961988,0.014025091073593045,40.21692897988359,-2.6502690711113246,-2.8297809432106416,1,0,0,0,isolation_forest
2024-03-27,169.19499314475576,172.36225110852925,168.89712909220745,172.07431030273438,60273300,0.0024116188619076606,171.60341692193523,175.26340767860674,0.013685166019948694,41.20556843002102,-2.6759387277486155,-2.799012500118237,1,0,0,0,isolation_forest
2024-03-28,170.52541861342735,171.00199196056712,169.29425438748996,170.25733947753906,65672700,0.007863267369462523,171.2360523999294,174.81429855870653,0.013810430135649112,44.43964201481932,-2.5594244472399623,-2.751094889542582,1,0,0,0,isolation_forest
2024-04-01,169.969420845431,170.02899062252595,168.27160644825386,168.81768798828125,46240500,-0.003260497892438985,170.59352122428368,174.40523591243044,0.01228554679672307,43.36607056181295,-2.483324198166059,-2.6975407512672773,1,0,0,0,isolation_forest
2024-04-02,167.87446369081778,168.13260444031488,167.0305181193942,167.63616943359375,49329500,-0.012325494457725683,169.46306943548274,173.93064409646772,0.012654391813661134,39.494527403785156,-2.5625205942947673,-2.6705367198727754,1,0,0,0,isolation_forest
2024-04-03,167.5865303145986,169.46305411699578,167.37803608655156,168.44039916992188,47691700,-0.0017151707882711031,169.0418045149331,173.50040032211317,0.012653374814648179,38.979451417005166,-2.618335583161894,-2.660096492530599,1,0,0,0,isolation_forest
2024-04-04,169.0758380772312,170.69422114433502,167.6163330078125,167.6163330078125,53704400,0.00888679871727649,169.00208652127563,173.11483542177538,0.012951762241295737,43.11212602856566,-2.513421515504035,-2.6307614971252864,1,0,0,0,isolation_forest
2024-04-05,168.38081863168355,169.1751176568126,167.74538244157907,168.3708953857422,42104800,-0.004110696439252104,168.94392618827789,172.65513615347058,0.012727538793990766,41.693017473853764,-2.4580240505678717,-2.5962140078138036,1,0,0,0,isolation_forest
2024-04-08,167.8248441796421,167.99363029110225,167.04048340873945,167.2489776611328,37425500,-0.0033018870947384427,168.7481906218331,172.12626829673232,0.010235145350836755,40.54333422734863,-2.43096104657198,-2.563163415565439,1,0,0,0,isolation_forest
2024-04-09,167.49718091534808,168.86734648560252,167.1496854743383,168.46026611328125,42373800,-0.001952412146697946,168.3155852363932,171.67815321652213,0.010158871066425483,39.84597439590156,-2.4081929585807416,-2.5321693241684993,1,0,0,0,isolation_forest
2024-04-10,167.59647195447172,167.88439761067826,165.91851910107465,166.583740234375,49709300,0.0005927923000317303,167.9765925376847,171.2710769324835,0.009773774930865842,40.181741555515046,-2.3549902659101463,-2.496733512516829,1,0,0,0,isolation_forest
2024-04-11,167.13973556457643,174.20898041040104,166.96102623293754,173.79196166992188,91070300,-0.0027252148244467644,167.87163137679312,170.80211026774776,0.00930816627331567,39.10056457341112,-2.322904560408773,-2.461967722095218,1,0,0,0,isolation_forest
2024-04-12,173.0175179827845,177.08829097776882,172.96788660357228,175.29119873046875,101670900,0.03516687637654625,168.64748675796253,170.57010904743385,0.011200091899854395,55.641982572521165,-1.8024114123622326,-2.330056460148621,1,0,0,0,isolation_forest
2024-04-15,174.10967059769038,175.37061964403054,171.27006200710903,171.45870971679688,73531800,0.006312381703536651,169.3666056894567,170.4314376668896,0.011028648964343178,57.92863711713553,-1.2869540488875373,-2.1214359778964043,1,0,0,0,isolation_forest
2024-04-16,170.52544539032877,172.52110890421707,167.0702615685236,168.17234802246094,73711200,-0.020586020265603522,169.67298094069173,170.28581704668133,0.01253546400365281,49.001113220783026,-1.1543606433463367,-1.9280209109863908,1,0,0,0,isolation_forest
2024-04-17,168.4006911997193,169.43326939438705,166.8021697998047,166.8021697998047,50901200,-0.012460041876718009,169.75524480070274,170.2477574311479,0.013009894615310312,44.61190147498476,-1.2068178747989293,-1.7837803037488986,1,0,0,0,isolation_forest
2024-04-18,166.83194578270678,167.4375970919546,165.36250241682455,165.8489990234375,43122900,-0.009315552126517135,169.6602112103254,170.14747763947932,0.012995094803776778,41.64583666322567,-1.3593060196040767,-1.6988854469199342,1,0,0,0,isolation_forest
