Date,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Vol_14,RSI_14,MACD,MACD_Signal,features_assembled,features,probability,prediction,max_prob,distance,is_anomaly,model_used
2023-03-01,145.00908849876785,145.40412186804485,143.2116520085762,143.5079345703125,55479000,-0.00149607394775364,146.42700761240343,144.74517682903394,0.011130581290484307,39.743451350386295,1.4099733847494065,2.4264741298357633,"[145.00908849876785,55479000.0,-0.00149607394775364,0.011130581290484307,39.743451350386295,1.4099733847494065,2.4264741298357633]","[-2.0966633411598097,-0.06379764095414417,-0.1334521198548599,-0.45853126456466997,-1.1403603321509386,0.15603916857068847,0.5069873264441404]","[0.9999616664462307,1.1299262397085222e-05,2.7034290047813183e-05,6.61853062950767e-13,6.625622583767305e-13]",0,0.9999616664462307,3.8333288480397326e-05,1,gmm
2023-03-02,142.58948505088003,144.8905915062189,142.11542689154663,144.1005096435547,52238100,-0.016685874471298323,145.60589165073497,145.00091813452568,0.011662840476365895,35.723144485680294,0.9638807143935821,2.133955446747327,"[142.58948505088003,52238100.0,-0.016685874471298323,0.011662840476365895,35.723144485680294,0.9638807143935821,2.133955446747327]","[-2.1906104050005455,-0.1951577722073037,-0.9889570041677057,-0.4006546575077377,-1.4592321846039837,0.019693224377240543,0.4106269848208516]","[0.9997537366001457,0.00011615992968611708,0.00013010346236489,3.90096922435793e-12,3.902341669431682e-12]",0,0.9997537366001457,0.00024629272741828794,1,gmm
2023-03-03,146.20408774818284,149.236022634522,145.50290119247913,149.15701293945312,70732300,0.025349714223408704,145.48879042425833,145.46720969415998,0.012276631520481935,44.71950061874667,0.8917378890917291,1.8855119352162075,"[146.20408774818284,70732300.0,0.025349714223408704,0.012276631520481935,44.71950061874667,0.8917378890917291,1.8855119352162075]","[-2.050264551774539,0.5544489849966159,1.3785297437685806,-0.33391246870637564,-0.7456834824732639,-0.002356861370006003,0.3287857109833429]","[0.9998741374862211,3.3520898871233614e-06,0.0001225104196539712,2.1189049510652263e-12,2.118960987792298e-12]",0,0.9998741374862211,0.0001258694350038971,1,gmm
2023-03-06,151.88275935147126,154.36164111130708,151.55686512341583,151.92227172851562,87558000,0.038840717046634055,146.01080298839096,146.08334635697565,0.01603914707608611,55.30362998867316,1.278052921506827,1.7640201324743314,"[151.88275935147126,87558000.0,0.038840717046634055,0.01603914707608611,55.30362998867316,1.278052921506827,1.7640201324743314]","[-1.8297761390511968,1.2364281143823688,2.138356628371693,0.07521458843706565,0.09379993318832844,0.11571835338020482,0.28876436433623986]","[0.9999117474709385,2.8736597926925705e-06,8.537886787297847e-05,6.979558311282091e-13,6.979562714186148e-13]",0,0.9999117474709385,8.825542345687274e-05,1,gmm
2023-03-07,151.79390348554702,152.11981283549997,149.25578289163562,149.71995544433594,56182000,-0.0005850293101313797,146.9405566453135,146.60317065736155,0.01594169751699256,55.12577668525687,1.5590684713137932,1.723029800242224,"[151.79390348554702,56182000.0,-0.0005850293101313797,0.01594169751699256,55.12577668525687,1.5590684713137932,1.723029800242224]","[-1.8332261869158155,-0.03530365092946858,-0.08214116708067634,0.0646181534874519,0.07969344474509021,0.20160931957991754,0.2752614920566466]","[0.999256314882324,0.0007436763808867456,8.736786334876534e-09,1.3995744659905178e-15,1.3999663981445104e-15]",0,0.999256314882324,0.0007439607878881101,1,gmm
2023-03-08,150.91492862836495,151.56674727343432,149.9470862905562,150.97418212890625,47204800,-0.005790580761142139,147.66008723321673,147.02171182549625,0.015945088292575887,53.29974438117942,1.6913525348766711,1.7166943471691134,"[150.91492862836495,47204800.0,-0.005790580761142139,0.015945088292575887,53.29974438117942,1.6913525348766711,1.7166943471691134]","[-1.8673545508401481,-0.39916744502551094,-0.37532307457041925,0.06498685841779393,-0.06513885861761774,0.2420412673495144,0.2731744922930155]","[0.9996141454334104,0.00038583158487582697,2.2981710258445747e-08,1.7211406873246972e-15,1.7278231164972939e-15]",0,0.9996141454334104,0.0003859280272315773,1,gmm
2023-03-09,151.65561114338573,152.6234533766544,148.3669065925505,148.72244262695312,53833600,0.0049079472902560095,148.57855198665712,147.44587821428303,0.015986025820639956,54.662602498334934,1.8348050071298303,1.7403164791612569,"[151.65561114338573,53833600.0,0.0049079472902560095,0.015986025820639956,54.662602498334934,1.8348050071298303,1.7403164791612569]","[-1.8385957277424552,-0.13048897976865517,0.22722881468857495,0.06943830855429452,0.04295664430609431,0.2858867821405108,0.2809560010999083]","[0.9996815022569944,0.000318453494895666,4.424810749310488e-08,1.2380460178108274e-15,1.3017965780994956e-15]",0,0.9996815022569944,0.0003185474738653394,1,gmm
2023-03-10,148.3471863994858,149.06812912915592,145.77942411442874,146.65838623046875,68572400,-0.021815379720911965,149.05542311533108,147.68481975756967,0.016939902168205966,47.93367341717451,1.6623671638588746,1.7247266161007804,"[148.3471863994858,68572400.0,-0.021815379720911965,0.016939902168205966,47.93367341717451,1.6623671638588746,1.7247266161007804]","[-1.967053467748886,0.4669039365552264,-1.2778559129026046,0.17316057021435288,-0.4907503968084652,0.23318203687601985,0.275820450390781]","[0.9979213342813223,0.0020726184050595545,6.047313560105733e-06,2.8979190522102813e-14,2.898896848927066e-14]",0,0.9979213342813223,0.002080828140723303,1,gmm
2023-03-13,145.97692732623966,151.24082897559975,145.86829089184172,148.60394287109375,84457100,-0.01597778246271042,149.53934344038248,147.84508195220099,0.017058936493453348,43.77599484009662,1.3192414384861308,1.6436295805778505,"[145.97692732623966,84457100.0,-0.01597778246271042,0.017058936493453348,43.77599484009662,1.3192414384861308,1.6436295805778505]","[-2.0590846146989055,1.110742461939244,-0.9490765481373009,0.18610408166774176,-0.8205179280922044,0.12830741303229806,0.2491057873644096]","[0.9995877263743953,0.00035931834128462764,5.2955284146726666e-05,8.667617155203597e-14,8.668345165624799e-14]",0,0.9995877263743953,0.00041235763332867875,1,gmm
2023-03-14,149.40394089203414,151.49764546458488,148.23858157548196,150.69769287109375,73695900,0.023476405679752066,149.9964653180755,148.06041042508699,0.018073672814654745,50.465889196732114,1.3087566510525335,1.5766549946727872,"[149.40394089203414,73695900.0,0.023476405679752066,0.018073672814654745,50.465889196732114,1.3087566510525335,1.5766549946727872]","[-1.926022371573978,0.6745695950067562,1.2730231173689042,0.29644411315314645,-0.2899069379354787,0.125102791353217,0.22704328554486236]","[0.9999196184072193,5.5448941380086854e-05,2.49326512560254e-05,7.23339154169718e-14,7.233563347608824e-14]",0,0.9999196184072193,8.038382347367681e-05,1,gmm
