Date,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Vol_14,RSI_14,MACD,MACD_Signal,anomaly,distance,cluster,is_anomaly,model_used
2023-03-02,142.58948505088003,144.8905915062189,142.11542689154663,144.1005096435547,52238100,-0.01668597902427127,145.60589167440247,145.00091759861309,0.011662834763477457,48.86096478568653,1.214395732258339,2.4701861954645588,1,0,0,0,svm
2023-03-03,146.20408774818284,149.236022634522,145.50290119247913,149.15701293945312,70732300,0.025349714223408704,145.48879044792582,145.46720966239914,0.012276626112520938,56.718835457574784,1.125131660251668,2.2011752884219806,1,0,0,0,svm
2023-03-06,151.88277460629178,154.36165661510182,151.55688034550414,151.9222869873047,87558000,0.03884082138585421,146.01080519131852,146.08334733278025,0.016039165799040214,65.64907026760037,1.495374069323475,2.0600150446022796,1,0,0,0,svm
2023-03-07,151.79390348554702,152.11981283549997,149.25578289163562,149.71995544433594,56182000,-0.0005851296894933133,146.94055884824107,146.60317262886394,0.015941717655032533,65.42156978564748,1.7613192967781686,2.0002758950374577,1,0,0,0,svm
2023-03-08,150.91494388116536,151.5667625921133,149.94710144553787,150.9741973876953,47204800,-0.005790480277525489,147.66009596858072,147.0217143054254,0.015945102877179332,63.09280037686214,1.8794924917646085,1.9761192143828878,1,0,0,0,svm
2023-03-09,151.65564226284476,152.62348469471294,148.36693703717327,148.72247314453125,53833600,0.004908051930646806,148.57856299315458,147.44588173152744,0.01598604268636393,64.24775779761197,2.0097466608279717,1.9828447036719048,1,0,0,0,svm
2023-03-10,148.3471863994858,149.06812912915592,145.77942411442874,146.65838623046875,68572400,-0.021815580442598126,149.05543191919966,147.68482378064923,0.016939938132815774,55.841872066195755,1.824972147081695,1.951270192353863,1,0,0,0,svm
2023-03-13,145.97694231528436,151.2408445051467,145.86830586973156,148.6039581298828,84457100,-0.015977681422407075,149.53935438554313,147.8450859759436,0.01705896539284941,50.72183748893877,1.470329086608217,1.855081971204734,1,0,0,0,svm
2023-03-14,149.4039106364519,151.49761478500946,148.238551555895,150.69766235351562,73695900,0.023476093325519143,149.99647194101016,148.06041498710334,0.01807366953731805,56.878042743440446,1.449095340215166,1.7738846450068204,1,0,0,0,svm
2023-03-15,149.31503194180715,151.34948260848185,148.06077752387876,151.09271240234375,77167900,-0.0005948886763816885,149.62965156036947,148.34706750761814,0.017968016811083936,56.68027167033256,1.4088552687935305,1.7008787697641625,1,0,0,0,svm
