Date,Close,High,Low,Open,Volume,Return,MA_7,MA_30,Vol_14,RSI_14,MACD,MACD_Signal,anomaly,distance,cluster,is_anomaly,model_used
2015-10-22,33.82371520996094,34.16684953993885,33.35494819936342,33.54066755754482,88632000,0.013902868142647185,34.06249782017299,32.99989732106527,0.012986898091040837,53.57269018525585,0.39777587470580755,0.35917461094740977,1,0,0,0,isolation_forest
2015-10-23,35.72013473510742,37.36727495019834,35.6511108289631,37.24610899343301,126726000,0.05606774753673416,34.33859361921038,33.10588308970134,0.01876103699583802,67.08548316325152,0.5296170269146856,0.3932630941408649,-1,0,0,1,isolation_forest
2015-10-26,36.30559921264648,36.4957890861961,35.75440053726684,35.75440053726684,48776000,0.016390321085872905,34.60887200491769,33.23606853485107,0.01892955002266196,69.98947878305329,0.6735795742676061,0.4493263901662131,1,0,0,0,isolation_forest
2015-10-27,36.39001083374024,36.545936881007904,35.95898557928431,36.07965143455741,38778000,0.0023250303789053017,34.874894278390066,33.34821160634359,0.01880377602177878,70.39504267899008,0.785428313913215,0.5165467749156135,1,0,0,0,isolation_forest
2015-10-28,36.59360885620117,36.61595382395379,36.11441196807136,36.39895228734233,39604000,0.005594887657251135,35.13715635027204,33.4663963953654,0.01853882319490036,71.39901722567951,0.8803497805109259,0.5893073760346761,1,0,0,0,isolation_forest
2015-10-29,36.987396240234375,37.08373192986225,36.506214094412925,36.57921220939444,36520000,0.01076109726101726,35.59719739641462,33.587527656555174,0.018558887605937605,73.28600882847589,0.976099213403387,0.6666657435084183,1,0,0,0,isolation_forest
2015-10-30,36.61695098876953,37.05989513511136,36.57424625701712,37.02265351755225,39984000,-0.01001544550632305,36.06248801095145,33.71410452524821,0.01914727761659213,68.69447550783761,1.0104417494455546,0.7354209446958456,1,0,0,0,isolation_forest
2015-11-02,37.130897521972656,37.15274618398798,36.32197420525239,36.47492241649231,39914000,0.014035754461390049,36.534942626953125,33.84778232574463,0.019237106516972316,71.37410266870361,1.06683187293131,0.8017031303429385,1,0,0,0,isolation_forest
2015-11-03,37.18453598022461,37.327546810881394,36.804156266872845,37.01619478997868,36306000,0.0014445774767553043,36.74414280482701,34.00605742136637,0.01905787501971804,71.64687315403594,1.1031333922985738,0.8619891827340656,1,0,0,0,isolation_forest
2015-11-04,37.50680923461914,37.73473700079095,37.2034018486634,37.238161950631856,41840000,0.008666862336696113,36.915744236537385,34.174925804138184,0.01878028933247566,73.29347397544963,1.1447118406742263,0.9185337143220977,1,0,0,0,isolation_forest
2015-11-05,37.772979736328125,38.05503479414209,37.6140758519255,37.6806144619859,45486000,0.007096591449408329,37.11331122262137,34.34998531341553,0.018760855160831723,74.60522691273385,1.185475373404877,0.9719220461386537,1,0,0,0,isolation_forest
2015-11-06,37.81916046142578,37.8896732751724,37.492907992277374,37.70941703375555,33544000,0.0012225862354524608,37.28839002336775,34.551015535990395,0.018815671650610988,74.83616574753131,1.2075868557696765,1.0190550080648584,1,0,0,0,isolation_forest
2015-11-09,37.47999954223633,37.90358033792041,37.19894086947018,37.666215214786426,35538000,-0.008967965313121828,37.35876192365374,34.76705888112386,0.01664239048396353,69.81471354181403,1.1840934212680665,1.0520626907055002,1,0,0,0,isolation_forest
2015-11-10,37.65330123901367,37.76950038671628,37.16417825756064,37.41593992044355,29798000,0.00462384468767274,37.5068119594029,34.991593488057454,0.01569652002448064,70.88956439152238,1.1660175789226201,1.0748536683489243,1,0,0,0,isolation_forest
2015-11-11,38.00040817260742,38.19059424311937,37.72729036736428,37.857889853872,41866000,0.009218499365843291,37.63102776663644,35.201611582438154,0.01562907507359092,72.96595516160802,1.1662570865577706,1.0931343519906935,1,0,0,0,isolation_forest
2015-11-12,37.56739807128906,38.02772418449147,37.5341268709488,37.74864693208144,35452000,-0.011394880269483432,37.68572235107422,35.391187540690105,0.008675125277037904,66.5853952670707,1.118611939596292,1.0982298695118133,1,0,0,0,isolation_forest
2015-11-13,36.750030517578125,37.50780071783628,36.72023343923385,37.443743629388095,48188000,-0.02175736398245831,37.577611105782644,35.5287057240804,0.010217211128640083,56.535455420774376,1.0033322966427392,1.0792503549379986,1,0,0,0,isolation_forest
2015-11-16,37.26398468017578,37.3280417702933,36.46499485167239,36.7569834956544,50704000,0.013985135668168391,37.50489752633231,35.659039942423504,0.010799372468151554,60.565859055066255,0.9425786942323029,1.0519160227968596,1,0,0,0,isolation_forest
2015-11-17,37.04351043701172,37.488939893861,36.947671045235474,37.36578871905456,38864000,-0.005916550391921849,37.394090379987446,35.78209139506022,0.010921731056060426,58.077904174322825,0.8666503915303281,1.0148628965435533,1,0,0,0,isolation_forest
2015-11-18,37.74020004272461,37.79432729895138,37.11352181536831,37.22177632782186,36266000,0.01880733217489028,37.4312618800572,35.93108024597168,0.011665328863053463,63.21950485180191,0.8528624261479791,0.9824628024644386,1,0,0,0,isolation_forest
2015-11-19,37.736724853515625,37.90009543352721,37.6021511701848,37.72877644024944,28078000,-9.208189689113855e-05,37.44317953927176,36.08491910298665,0.01120393020956171,63.17788081285469,0.8320634361690864,0.9523829292053683,1,0,0,0,isolation_forest
2015-11-20,38.58388137817383,38.69908791569414,37.94330287256663,38.20152024169327,55478000,0.022449126890228266,37.52653285435268,36.25997835795085,0.012078409009634429,68.60451145853645,0.8738651646635631,0.9366793762970073,1,0,0,0,isolation_forest
2015-11-23,38.5689811706543,38.87685904914557,38.4105736169045,38.60721917505487,34648000,-0.0003861769989775832,37.669616154261995,36.42595024108887,0.01210424990512605,68.41353630680916,0.8954686087284571,0.9284372227832973,1,0,0,0,isolation_forest
2015-11-24,38.2179069519043,38.53372949363927,37.64585224245308,38.38326654595322,47880000,-0.009102501753847747,37.87931278773716,36.56906318664551,0.012357455657318358,63.90000572655078,0.8741836929390985,0.9175865168144576,1,0,0,0,isolation_forest
